,name,rating,reviews,type,hq,old,employees
4070,LEAP India,3.6,(121 Reviews),Private,"Coimbatore,Tamil Nadu + 16 more",9 years old,51-200 Employees (India)
4071,StoreKing,3.4,(121 Reviews),Private,"Bangalore,Karnataka + 16 more",10 years old,501-1k Employees (India)
4072,PIX Transmission...,4.2,(121 Reviews),Public,"Nagpur,Maharashtra + 4 more",41 years old,51-200 Employees (India)
4073,Nabard Financial...,4.2,(121 Reviews),Public,Bengaluru + 61 more,13 years old,1k-5k Employees (India)
4074,JK Agri Genetics,4.3,(121 Reviews),Public,Hyderabad + 35 more,33 years old,201-500 Employees (India)
4075,Indian School Fi...,4.5,(121 Reviews),Private,"Hyderabad,Telangana + 35 more",28 years old,201-500 Employees (India)
4076,Advaith Motors,4.3,(121 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",24 years old,501-1k Employees (Global)
4077,King George's Me...,4.2,(121 Reviews),Private,Lucknow + 6 more,117 years old,501-1k Employees (India)
4078,Sears IT & Manag...,3.8,(121 Reviews),Private,"Pune,Maharashtra + 1 more",13 years old,501-1k Employees (India)
4079,Maahi Milk Produ...,4.1,(121 Reviews),Private,"Rajkot,Gujarat + 19 more",10 years old,501-1k Employees (India)
4080,Wissen Technolog...,4.3,(121 Reviews),Private,"Bengaluru,Karnataka + 3 more",7 years old,1k-5k Employees (India)
4081,Bandhan KOnnagar,3.6,(121 Reviews),"Kolkata,West Bengal + 33 more",21 years old,201-500 Employees (India),
4082,Reecomps Teleser...,3.4,(121 Reviews),Private,Allahabad + 24 more,24 years old,1k-5k Employees (Global)
4083,Sir Hn Reliance ...,4.4,(121 Reviews),Private,"Mumbai,Maharashtra + 3 more",97 years old,501-1k Employees (India)
4084,HDFC Home Loan,4.0,(121 Reviews),Public,Mumbai + 58 more,45 years old,1k-5k Employees (India)
4085,Nabard Financial...,4.2,(121 Reviews),Public,Bengaluru + 61 more,13 years old,1k-5k Employees (India)
4086,Omninos Solution...,4.5,(121 Reviews),Chandigarh + 23 more,6 years old,201-500 Employees (India),
4087,Arun Excello,3.7,(121 Reviews),Private,"Chennai,Tamil Nadu + 5 more",35 years old,501-1k Employees (India)
4088,Flyhomes,4.7,(121 Reviews),"Seattle,Washington + 7 more",7 years old,1k-5k Employees (India),
4089,Consero Global S...,3.3,(120 Reviews),Private,Austin + 2 more,16 years old,501-1k Employees (India)
4090,Softtek,4.0,(120 Reviews),Private,"Monterrey,Nuevo Leon + 4 more",40 years old,201-500 Employees (India)
4091,INOX Air Product...,4.3,(120 Reviews),Private,Mumbai + 32 more,59 years old,1k-5k Employees (India)
4092,Exeltis,3.7,(120 Reviews),Private,Madrid + 22 more,19 years old,1k-5k Employees (India)
4093,Advantage One Ta...,4.0,(120 Reviews),Private,Sterling + 1 more,19 years old,201-500 Employees (India)
4094,Oriental Aromati...,3.1,(120 Reviews),Public,"Mumbai,Maharashtra + 5 more",67 years old,501-1k Employees (India)
4095,Koye Pharmaceuti...,3.6,(120 Reviews),Private,"Mumbai,Maharashtra + 21 more",9 years old,1k-5k Employees (India)
4096,SirionLabs,3.9,(120 Reviews),Private,"Bellevue,Washington",10 years old,501-1k Employees (India)
4097,Webtel Electroso...,3.9,(120 Reviews),Private,"Delhi/NCR,Delhi + 10 more",22 years old,201-500 Employees (India)
4098,Turtlemint,3.9,(120 Reviews),"Mumbai,Maharashtra + 29 more",7 years old,1k-5k Employees (India),
4099,Mashreq Bank,3.5,(120 Reviews),Public,"Dubai,Dubai + 6 more",55 years old,11-50 Employees (India)
4100,GAIN Credit,4.7,(120 Reviews),Private,"San Diego,California + 6 more",19 years old,201-500 Employees (India)
4101,TomTom,4.2,(120 Reviews),Public,"Amsterdam,North Holland",31 years old,501-1k Employees (India)
4102,African Industri...,3.4,(120 Reviews),Private,Lagos + 7 more,51 years old,51-200 Employees (India)
4103,Lalitpur Power G...,4.1,(120 Reviews),Private,"Lalitpur,Uttar Pradesh + 4 more",13 years old,1k-5k Employees (India)
4104,Hi-Tech,3.8,(120 Reviews),Public,"Ghaziabad,Uttar Pradesh + 29 more",18 years old,11-50 Employees (India)
4105,Galgotias Univer...,2.9,(120 Reviews),Private,"Greater Noida,Uttar Pradesh + 7 more",11 years old,201-500 Employees (India)
4106,Neyveli Lignite ...,4.5,(120 Reviews),Private,"Neyveli,Tamil Nadu + 4 more",66 years old,10k-50k Employees (India)
4107,OnsiteGo,4.0,(120 Reviews),Private,"Mumbai,Maharashtra + 9 more",39 years old,201-500 Employees (India)
4108,Kovai Medical Ce...,4.4,(120 Reviews),Public,"Coimbatore,Tamil Nadu + 6 more",37 years old,201-500 Employees (India)
4109,HEG,4.2,(120 Reviews),Public,"Noida,Uttar Pradesh + 3 more",50 years old,51-200 Employees (India)
4110,Lifelong India,4.3,(120 Reviews),Private,"Delhi/NCR,Delhi + 4 more",37 years old,501-1k Employees (India)
4111,MITA,3.5,(120 Reviews),Private,Cambridge + 7 more,23 years old,51-200 Employees (India)
4112,Filatex India,3.9,(120 Reviews),Public,"Noida,Uttar Pradesh + 8 more",32 years old,1k-5k Employees (India)
4113,Patton Internati...,4.0,(120 Reviews),Private,"Kolkata,West Bengal + 2 more",32 years old,51-200 Employees (India)
4114,Jaslok Hospital ...,4.2,(120 Reviews),Private,"Mumbai,Maharashtra + 6 more",49 years old,1k-5k Employees (India)
4115,Plastic Omnium,3.7,(120 Reviews),Private,Levallois-Perret + 7 more,76 years old,201-500 Employees (India)
4116,ABC Bearings,3.9,(120 Reviews),Public,Mumbai + 19 more,61 years old,1k-5k Employees (Global)
4117,Hyderabad Indust...,4.3,(120 Reviews),Private,Hyderabad + 26 more,76 years old,1k-5k Employees (India)
4118,Bank Muscat,3.6,(120 Reviews),Private,Muscat + 51 more,40 years old,51-200 Employees (India)
4119,Sagar Cements,4.2,(120 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 12 more",37 years old,1k-5k Employees (India)
4120,Universal Corpor...,3.8,(120 Reviews),Private,"Kikuyu,Nairobi + 25 more",23 years old,1k-5k Employees (India)
4121,Hinduja Finance,4.1,(120 Reviews),Private,"Mumbai,Maharashtra + 68 more",14 years old,201-500 Employees (India)
4122,Kalkine,3.6,(120 Reviews),Private,Sydney + 2 more,8 years old,51-200 Employees (India)
4123,Claritus Managem...,4.9,(120 Reviews),Private,"Noida,Uttar Pradesh + 3 more",14 years old,51-200 Employees (India)
4124,Klaus IT Solutio...,3.6,(120 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",11 years old,201-500 Employees (India)
4125,Phenom,3.7,(120 Reviews),Private,"Ambler,Pennsylvania + 1 more",11 years old,501-1k Employees (India)
4126,Mashreq Global S...,3.6,(120 Reviews),Private,Dubai + 5 more,17 years old,1k-5k Employees (India)
4127,Kolkata Bazaar,4.0,(120 Reviews),Private,"Kolkata,West Bengal + 21 more",20 years old,1k-5k Employees (India)
4128,Cethar,3.5,(119 Reviews),Private,Tiruchirapalli + 12 more,41 years old,501-1k Employees (India)
4129,NSL Textiles,4.2,(119 Reviews),Private,"Guntur,Andhra Pradesh + 10 more",20 years old,1k-5k Employees (India)
4130,Welspun Enterpri...,4.1,(119 Reviews),Public,"Mumbai,Maharashtra + 21 more",46 years old,501-1k Employees (India)
4131,BPO+,3.9,(119 Reviews),Private,Doha + 36 more,17 years old,501-1k Employees (Global)
4132,Hicare Services,3.7,(119 Reviews),Private,"Mumbai,Maharashtra + 22 more",19 years old,501-1k Employees (India)
4133,Swiss Re,4.2,(119 Reviews),Public,Zurich + 1 more,159 years old,1k-5k Employees (India)
4134,Global Calcium,3.7,(119 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",52 years old,501-1k Employees (India)
4135,Kazo Fashion,3.4,(119 Reviews),Private,"Delhi,NCT + 23 more",15 years old,51-200 Employees (India)
4136,Mohani Tea Leave...,3.8,(119 Reviews),Private,"Kanpur,Uttar Pradesh + 16 more",30 years old,201-500 Employees (India)
4137,Bacardi,4.3,(119 Reviews),Private,"Hamilton,Bermuda + 34 more",160 years old,201-500 Employees (India)
4138,Softcell Technol...,4.1,(119 Reviews),Private,Mumbai + 9 more,33 years old,201-500 Employees (India)
4139,Balaji Action Bu...,3.9,(119 Reviews),Private,"Delhi/NCR,New Delhi + 12 more",32 years old,51-200 Employees (India)
4140,Viteos Capital M...,3.7,(119 Reviews),Private,New York + 3 more,19 years old,501-1k Employees (India)
4141,Jubilant Industr...,4.0,(119 Reviews),Public,"Noida,Uttar Pradesh + 29 more",15 years old,501-1k Employees (India)
4142,Biotique,3.4,(119 Reviews),Private,"Ghaziabad,Uttar Pradesh + 20 more",22 years old,501-1k Employees (India)
4143,ThoughtWorks,4.5,(119 Reviews),Private,"Chicago,Illinois + 7 more",29 years old,501-1k Employees (India)
4144,RattanIndia Powe...,3.0,(119 Reviews),Public,"Delhi/NCR,Delhi + 7 more",15 years old,1k-5k Employees (India)
4145,Ninestars Inform...,3.7,(119 Reviews),Private,"Bangalore,Karnataka + 7 more",23 years old,501-1k Employees (India)
4146,Entab Infotech,3.0,(119 Reviews),Private,"Delhi/NCR,New Delhi + 9 more",21 years old,51-200 Employees (India)
4147,Thermax Babcock ...,4.1,(119 Reviews),Private,"Pune,Maharashtra + 8 more",12 years old,51-200 Employees (India)
4148,Lawrence & Mayo,4.1,(119 Reviews),Mumbai + 20 more,145 years old,201-500 Employees (India),
4149,Suhail Bahwan Au...,4.0,(119 Reviews),LLC,Muscat + 6 more,18 years old,10k-50k Employees (India)
4150,Megafine Pharma,3.6,(119 Reviews),Private,"Mumbai,Maharashtra + 5 more",27 years old,201-500 Employees (India)
4151,St. Mary's Schoo...,4.2,(119 Reviews),Private,Medford + 44 more,56 years old,501-1k Employees (Global)
4152,KMC Construction...,3.9,(119 Reviews),Public,"Chennai,Tamil Nadu + 23 more",25 years old,201-500 Employees (India)
4153,Om Innovation Ca...,3.2,(119 Reviews),Private,"Delhi/NCR,Delhi + 7 more",17 years old,51-200 Employees (India)
4154,NBCC,4.1,(119 Reviews),Private,"Delhi/NCR,Delhi + 22 more",62 years old,1k-5k Employees (India)
4155,WEG,3.6,(119 Reviews),Private,"Tamil Nadu,Karnataka + 5 more",61 years old,201-500 Employees (India)
4156,Knowledge Splice...,3.6,(119 Reviews),Private,"Houston,Texas + 6 more",11 years old,201-500 Employees (India)
4157,Indo Amines,3.3,(119 Reviews),Public,"Thane,Maharashtra + 4 more",43 years old,201-500 Employees (India)
4158,Cloud4C,3.7,(119 Reviews),Private,Singapore + 2 more,8 years old,501-1k Employees (India)
4159,Hummingwave Tech...,4.9,(119 Reviews),Private,Bangalore + 1 more,9 years old,11-50 Employees (India)
4160,HDFC Credila Fin...,4.3,(119 Reviews),Private,"Mumbai,Maharashtra + 21 more",16 years old,501-1k Employees (India)
4161,Markelytics Solu...,4.7,(119 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",19 years old,51-200 Employees (India)
4162,Sagarsoft,4.7,(119 Reviews),Public,"Hyderabad/Secunderabad,Telangana",26 years old,201-500 Employees (India)
4163,ICICI Direct,4.0,(119 Reviews),Private,Mumbai + 43 more,27 years old,201-500 Employees (India)
4164,National Aerospa...,4.5,(119 Reviews),Private,"Bangalore/Bengaluru,Karnataka",63 years old,1k-5k Employees (India)
4165,Eastern Software...,3.2,(119 Reviews),Private,"Noida,Uttar Pradesh + 5 more",32 years old,201-500 Employees (India)
4166,NTT Global Netwo...,4.2,(119 Reviews),Public,"Chiyoda City,Tokyo + 18 more",22 years old,501-1k Employees (India)
4167,KNR Construction...,4.0,(119 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 21 more",27 years old,501-1k Employees (India)
4168,University of En...,3.9,(119 Reviews),Kolkata + 15 more,8 years old,201-500 Employees (India),
4169,HOLITECH INDIA,3.8,(119 Reviews),Greater Noida + 13 more,51-200 Employees (India),,
4170,JSW Paints,3.8,(119 Reviews),Mumbai + 27 more,51-200 Employees (India),,
4171,SAR Group,4.1,(121 Reviews),Gurugram + 17 more,34 years old,51-200 Employees (India),
4172,C3I Solutions,4.0,(118 Reviews),Private,Horsham,42 years old,201-500 Employees (India)
4173,Torrent Gas,3.3,(118 Reviews),Private,"Ahmedabad,Gujarat + 21 more",4 years old,501-1k Employees (India)
4174,Kesari Tours,3.8,(118 Reviews),Private,"Mumbai,Maharashtra + 8 more",38 years old,501-1k Employees (India)
4175,Shivani Locks,3.5,(118 Reviews),Private,"Faridabad,Haryana + 5 more",34 years old,1k-5k Employees (India)
4176,Burns & McDonnel...,4.6,(118 Reviews),Private,"Kansas City,Missouri + 1 more",124 years old,201-500 Employees (India)
4177,Nobel Hygiene,3.8,(118 Reviews),Private,"Mumbai,Maharashtra + 25 more",22 years old,51-200 Employees (India)
4178,Bharat Benz,4.5,(118 Reviews),Private,"Chennai,Tamil Nadu + 51 more",11 years old,1k-5k Employees (India)
4179,Margadarsi Chit ...,3.7,(118 Reviews),Private,Hyderabad + 16 more,60 years old,1k-5k Employees (India)
4180,CSC UK,3.9,(118 Reviews),Private,London + 17 more,63 years old,
4181,Praxis Services,3.5,(118 Reviews),Private,Gurugram + 4 more,11 years old,201-500 Employees (Global)
4182,Kd Logistics,4.0,(118 Reviews),"Mumbai,Maharashtra + 22 more",17 years old,1k-5k Employees (India),
4183,Jodas Expoim,3.9,(118 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",16 years old,201-500 Employees (India)
4184,S G Encon,4.0,(118 Reviews),Private,Panchkula + 22 more,14 years old,10k-50k Employees (India)
4185,SOS Children's V...,3.9,(118 Reviews),Private,Imst + 27 more,73 years old,1k-5k Employees (India)
4186,ABIL Group,3.7,(118 Reviews),Private,"Pune,Maharashtra + 1 more",43 years old,1k-5k Employees (India)
4187,Gamma Process Hu...,3.4,(118 Reviews),Private,"Chennai,Tamil Nadu + 4 more",6 years old,51-200 Employees (India)
4188,Ang India,3.6,(118 Reviews),Public,"Noida,Uttar Pradesh + 21 more",44 years old,201-500 Employees (India)
4189,Indo Rama Synthe...,3.9,(118 Reviews),Public,"Gurgaon/Gurugram,Haryana + 9 more",36 years old,51-200 Employees (India)
4190,Volkswagen It Se...,3.7,(118 Reviews),Private,"Pune,Maharashtra + 3 more",6 years old,501-1k Employees (India)
4191,Normet,4.2,(118 Reviews),Private,"Espoo,Southern Finland + 11 more",60 years old,1k-5k Employees (India)
4192,Jabong,4.3,(118 Reviews),Private,"Gurgaon,Haryana + 6 more",11 years old,1k-5k Employees (India)
4193,Bombay Hospital,4.0,(118 Reviews),Private,"Mumbai,Maharashtra + 4 more",70 years old,501-1k Employees (India)
4194,Electropneumatic...,4.0,(118 Reviews),Private,"Pune,Maharashtra + 1 more",50 years old,501-1k Employees (India)
4195,Rittal,4.0,(118 Reviews),Private,Herborn + 11 more,27 years old,501-1k Employees (India)
4196,ClearTax,3.6,(118 Reviews),Private,"New York City,New York + 7 more",11 years old,501-1k Employees (India)
4197,Masu Brakes,3.8,(118 Reviews),Private,"Delhi/NCR,Delhi + 4 more",40 years old,51-200 Employees (India)
4198,SA Infrastructur...,4.0,(118 Reviews),Private,"Noida,Uttar Pradesh + 26 more",17 years old,201-500 Employees (India)
4199,Torrent Gas,3.3,(118 Reviews),Private,"Ahmedabad,Gujarat + 21 more",4 years old,501-1k Employees (India)
4200,Paytm Mall,3.6,(118 Reviews),"Delhi,NCT + 20 more",12 years old,501-1k Employees (India),
4201,AIRBUS,3.8,(129 Reviews),Public,Leiden + 11 more,15 years old,1k-5k Employees (India)
4202,Robosoft Technol...,3.7,(121 Reviews),Private,"New Udupi,Karnataka + 4 more",26 years old,501-1k Employees (India)
4203,IIHT,4.4,(117 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 22 more",29 years old,501-1k Employees (India)
4204,CETPA InfoTech,4.2,(117 Reviews),Private,"Noida,Uttar Pradesh + 6 more",20 years old,501-1k Employees (India)
4205,Smart Chip,3.9,(117 Reviews),Private,Noida + 31 more,26 years old,501-1k Employees (India)
4206,International Ce...,3.5,(117 Reviews),Private,"Mumbai,Maharashtra + 23 more",23 years old,201-500 Employees (India)
4207,Sud Life Insuran...,3.7,(117 Reviews),Navi Mumbai + 53 more,13 years old,1k-5k Employees (Global),
4208,Plasser India,4.0,(117 Reviews),Private,"Faridabad,Haryana + 5 more",57 years old,51-200 Employees (India)
4209,Magnasoft Consul...,3.6,(117 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",22 years old,501-1k Employees (India)
4210,Diagno Labs,3.5,(117 Reviews),Private,"Gurgaon/Gurugram,Haryana + 26 more",10 years old,201-500 Employees (Global)
4211,Shimizu,4.0,(117 Reviews),Private,"Chuo-ku,Tokyo + 13 more",218 years old,51-200 Employees (India)
4212,Nalco,4.5,(117 Reviews),Private,"Bhubaneswar,Odisha + 10 more",41 years old,501-1k Employees (India)
4213,Unicorn Infosolu...,3.6,(117 Reviews),Private,"Mumbai,Maharashtra + 14 more",20 years old,201-500 Employees (India)
4214,ABIS Exports,4.0,(117 Reviews),Private,Rajnandgaon + 26 more,37 years old,501-1k Employees (India)
4215,Polyhose,3.9,(117 Reviews),Private,"Chennai,Tamil Nadu + 7 more",26 years old,201-500 Employees (India)
4216,Shop-kirana,4.1,(117 Reviews),Private,"Indore,Madhya Pradesh + 12 more",7 years old,501-1k Employees (India)
4217,Cholayil,4.2,(117 Reviews),Private,"Chennai,Tamil Nadu + 15 more",53 years old,1k-5k Employees (India)
4218,ITM Group of Ins...,3.5,(117 Reviews),Private,"Mumbai,Maharashtra + 20 more",31 years old,1k-5k Employees (India)
4219,Jubilant Chemsys,3.8,(117 Reviews),Private,Noida + 7 more,18 years old,201-500 Employees (India)
4220,Chai Point,3.9,(117 Reviews),Private,"Bangalore,Karnataka + 13 more",12 years old,501-1k Employees (India)
4221,VISION,3.9,(117 Reviews),Private,Warren + 54 more,29 years old,11-50 Employees (India)
4222,Creative Synergi...,2.9,(117 Reviews),Private,Michigan + 1 more,11 years old,201-500 Employees (India)
4223,Aarti Steels,3.9,(117 Reviews),Public,"Ludhiana,Punjab + 5 more",43 years old,1k-5k Employees (India)
4224,C.G. Marketing,4.0,(117 Reviews),Private,Kowloon + 16 more,8 years old,501-1k Employees (Global)
4225,G.M.Pens Interna...,4.2,(117 Reviews),Private,"Chennai,Tamil Nadu + 27 more",27 years old,501-1k Employees (India)
4226,PACL India,4.5,(117 Reviews),Private,"New Delhi,Delhi + 42 more",26 years old,1k-5k Employees (Global)
4227,Videojet Technol...,4.0,(117 Reviews),Private,"Wood Dale,Illinois + 19 more",27 years old,201-500 Employees (India)
4228,National Small I...,3.9,(117 Reviews),Private,New Delhi + 29 more,67 years old,1k-5k Employees (India)
4229,Amphenol Fci,4.0,(117 Reviews),Kochi + 5 more,41 years old,501-1k Employees (India),
4230,National Small I...,3.9,(117 Reviews),Private,New Delhi + 29 more,67 years old,1k-5k Employees (India)
4231,Daebu Automotive...,3.7,(117 Reviews),Private,"Chennai,Tamil Nadu + 3 more",16 years old,201-500 Employees (Global)
4232,Smart Chip,3.9,(117 Reviews),Private,Noida + 31 more,26 years old,501-1k Employees (India)
4233,Videojet Technol...,4.0,(117 Reviews),Private,"Wood Dale,Illinois + 19 more",27 years old,201-500 Employees (India)
4234,Chai Point,3.9,(117 Reviews),Private,"Bangalore,Karnataka + 13 more",12 years old,501-1k Employees (India)
4235,Creative Synergi...,2.9,(117 Reviews),Private,Michigan + 1 more,11 years old,201-500 Employees (India)
4236,G.M.Pens Interna...,4.2,(117 Reviews),Private,"Chennai,Tamil Nadu + 27 more",27 years old,501-1k Employees (India)
4237,Jaguar Land Rove...,3.7,(117 Reviews),Private,Coventry + 26 more,14 years old,1k-5k Employees (India)
4238,Nalco,4.5,(117 Reviews),Private,"Bhubaneswar,Odisha + 10 more",41 years old,501-1k Employees (India)
4239,C DOT,4.1,(117 Reviews),"Delhi/NCR,New Delhi + 7 more",38 years old,51-200 Employees (India),
4240,Greenpanel Indus...,4.3,(117 Reviews),Public,"Gurgaon/Gurugram,Haryana + 29 more",5 years old,1k-5k Employees (India)
4241,Tata Steel Long ...,3.9,(117 Reviews),Public,Keonjhar + 7 more,40 years old,501-1k Employees (India)
4242,GE Renewable Ene...,4.3,(116 Reviews),Paris + 20 more,7 years old,10k-50k Employees (India),
4243,Country Club Hos...,3.6,(116 Reviews),Private,Hyderabad + 21 more,33 years old,201-500 Employees (India)
4244,Rahee Infratech,4.0,(116 Reviews),Private,"Howrah,West Bengal + 13 more",74 years old,201-500 Employees (India)
4245,NextGen Healthca...,3.8,(116 Reviews),Private,"Atlanta,Georgia + 5 more",11 years old,501-1k Employees (India)
4246,Digient Technolo...,4.8,(116 Reviews),Private,"Chennai,Tamil Nadu",15 years old,51-200 Employees (India)
4247,Continental Hosp...,4.1,(116 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",15 years old,501-1k Employees (India)
4248,Consul Neowatt P...,4.2,(116 Reviews),Private,"Chennai,Tamil Nadu + 22 more",41 years old,1k-5k Employees (India)
4249,Ring Plus Aqua,3.7,(116 Reviews),Public,Thane + 6 more,25 years old,201-500 Employees (India)
4250,Hitachi Automoti...,4.0,(116 Reviews),Tokyo + 4 more,13 years old,5k-10k Employees (India),
4251,Muthoot Housing ...,4.1,(116 Reviews),Private,"Mumbai,Maharashtra + 49 more",12 years old,201-500 Employees (India)
4252,Kyndal India,3.9,(116 Reviews),Private,Gurgaon + 11 more,20 years old,51-200 Employees (India)
4253,The Mission Hosp...,4.0,(116 Reviews),Private,"Durgapur,West Bengal + 13 more",14 years old,51-200 Employees (India)
4254,Sv Creditline,4.3,(116 Reviews),Public,Gurgaon + 34 more,12 years old,201-500 Employees (India)
4255,Novozymes South ...,4.2,(116 Reviews),Private,Bagsværd + 7 more,22 years old,201-500 Employees (India)
4256,Oriental Carbon ...,3.9,(116 Reviews),Public,Noida + 11 more,44 years old,201-500 Employees (India)
4257,Makino Auto Indu...,3.9,(116 Reviews),Private,Mason + 5 more,32 years old,201-500 Employees (India)
4258,HCG Cancer Centr...,3.9,(116 Reviews),Public,"Ahmedabad,Gujarat + 16 more",16 years old,5k-10k Employees (India)
4259,BDR Pharmaceutic...,3.9,(116 Reviews),Private,"Mumbai,Maharashtra + 9 more",20 years old,1k-5k Employees (India)
4260,Safeducate,3.8,(116 Reviews),Private,New Delhi + 26 more,15 years old,11-50 Employees (India)
4261,Capricorn Logist...,3.6,(116 Reviews),Private,"Mumbai,Maharashtra + 19 more",21 years old,1k-5k Employees (India)
4262,KrazyBee,4.0,(116 Reviews),Private,"Bangalore,Karnataka + 8 more",6 years old,51-200 Employees (India)
4263,Bimal Auto Agenc...,4.3,(116 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",11 years old,501-1k Employees (India)
4264,cFIRST,4.0,(116 Reviews),Private,Cincinnati + 5 more,16 years old,201-500 Employees (India)
4265,Modern Automotiv...,4.0,(116 Reviews),Private,"Chandigarh,Chandigarh + 11 more",18 years old,51-200 Employees (India)
4266,Shirdi Sai Elect...,4.1,(116 Reviews),Hyderabad + 15 more,28 years old,201-500 Employees (India),
4267,Igarashi Motors,4.3,(116 Reviews),Public,"Chennai,Tamil Nadu + 2 more",30 years old,501-1k Employees (India)
4268,Hashedin By Delo...,4.3,(116 Reviews),Private,"Santa Clara,California + 4 more",12 years old,1k-5k Employees (India)
4269,AQM Technologies,3.4,(116 Reviews),Private,"Mumbai,Maharashtra + 6 more",22 years old,51-200 Employees (India)
4270,Sterling Oil Exp...,3.7,(116 Reviews),Private,Lagos + 4 more,17 years old,10k-50k Employees (Global)
4271,Self Practice,4.5,(116 Reviews),Kolkata + 54 more,,,
4272,University of De...,4.1,(194 Reviews),Public,"Delhi/NCR,New Delhi + 4 more",100 years old,10k-50k Employees (India)
4273,SYNCHRONIZED SUP...,4.1,(115 Reviews),Private,"Gurgaon/Gurugram,Haryana + 12 more",15 years old,201-500 Employees (India)
4274,SAVIC Technologi...,4.0,(115 Reviews),Private,"Navi Mumbai,Maharashtra + 8 more",6 years old,201-500 Employees (India)
4275,Yellow Diamond,4.2,(115 Reviews),Public,"Indore,Madhya Pradesh + 25 more",13 years old,501-1k Employees (India)
4276,British Airways,3.9,(115 Reviews),Private,"Harmondsworth,Greater London + 7 more",103 years old,201-500 Employees (India)
4277,Bioseed,4.2,(115 Reviews),Private,Hyderabad + 26 more,30 years old,501-1k Employees (India)
4278,Career Launcher,4.0,(115 Reviews),Private,New Delhi + 30 more,26 years old,1k-5k Employees (India)
4279,Roulunds Braking,3.6,(115 Reviews),Private,Odense + 2 more,286 years old,1k-5k Employees (Global)
4280,Synergies Castin...,3.5,(115 Reviews),Public,"Visakhapatnam/Vizag,Andhra Pradesh + 2 more",23 years old,51-200 Employees (India)
4281,Orchid Pharma,4.1,(115 Reviews),Public,Chennai + 6 more,30 years old,1k-5k Employees (India)
4282,Qualitest,3.8,(115 Reviews),Private,"Bridgewater,New Jersey + 6 more",25 years old,501-1k Employees (India)
4283,Hawkins Cookers,4.1,(115 Reviews),Public,"Mumbai,Maharashtra + 16 more",63 years old,501-1k Employees (India)
4284,Peninsula Land,4.0,(115 Reviews),Public,Mumbai + 7 more,25 years old,501-1k Employees (India)
4285,India Power Corp...,3.8,(115 Reviews),Public,"Kolkata,West Bengal + 5 more",103 years old,201-500 Employees (India)
4286,Eaton Fluid Powe...,4.2,(115 Reviews),Private,"Dublin,Dublin + 5 more",111 years old,1k-5k Employees (India)
4287,Marble Box,3.9,(115 Reviews),Private,Chicago,10 years old,201-500 Employees (India)
4288,Afflatus Gravure...,3.6,(115 Reviews),Private,"Noida,Uttar Pradesh + 11 more",19 years old,51-200 Employees (India)
4289,Red FM 93.5,4.2,(115 Reviews),Public,"Delhi/NCR,Delhi + 41 more",20 years old,501-1k Employees (Global)
4290,Apcer Life Scien...,3.9,(115 Reviews),"Princeton,New Jersey + 1 more",15 years old,51-200 Employees (India),
4291,Gates,3.9,(115 Reviews),Private,"Denver,Colorado + 9 more",27 years old,1k-5k Employees (India)
4292,Eternis Fine Che...,3.7,(115 Reviews),Public,"Mumbai,Maharashtra + 5 more",34 years old,201-500 Employees (India)
4293,Hawkins Cookers,4.1,(115 Reviews),Public,"Mumbai,Maharashtra + 16 more",63 years old,501-1k Employees (India)
4294,Peninsula Land,4.0,(115 Reviews),Public,Mumbai + 7 more,25 years old,501-1k Employees (India)
4295,Qualitest,3.8,(115 Reviews),Private,"Bridgewater,New Jersey + 6 more",25 years old,501-1k Employees (India)
4296,India Power Corp...,3.8,(115 Reviews),Public,"Kolkata,West Bengal + 5 more",103 years old,201-500 Employees (India)
4297,Ck Birla Hospita...,3.9,(115 Reviews),Private,Kolkata + 2 more,53 years old,201-500 Employees (Global)
4298,SAVIC Technologi...,4.0,(115 Reviews),Private,"Navi Mumbai,Maharashtra + 8 more",6 years old,201-500 Employees (India)
4299,SYNCHRONIZED SUP...,4.1,(115 Reviews),Private,"Gurgaon/Gurugram,Haryana + 12 more",15 years old,201-500 Employees (India)
4300,Yellow Diamond,4.2,(115 Reviews),Public,"Indore,Madhya Pradesh + 25 more",13 years old,501-1k Employees (India)
4301,WayCool Foods an...,4.0,(115 Reviews),Private,"Chennai,Tamil Nadu + 11 more",7 years old,1k-5k Employees (India)
4302,Kiran Foreign Tr...,3.5,(114 Reviews),Private,Mohali,15 years old,501-1k Employees (India)
4303,KPR Mill,4.3,(114 Reviews),Public,"Coimbatore,Tamil Nadu + 10 more",38 years old,201-500 Employees (India)
4304,Chaitanya India ...,4.2,(114 Reviews),Private,"Bangalore,Karnataka + 51 more",13 years old,1k-5k Employees (India)
4305,Gpt Infraproject...,3.7,(114 Reviews),Public,"Kolkata,West Bengal + 14 more",42 years old,1k-5k Employees (India)
